PersonID,Amount,FamilySize,Distance,Duration,DirectVisits,OnlineVisits,Quantity,NumberofFrequentItems,TransactionMode,Area,Occupation
C2601,2563,3,5,365,8,8,741,8,2,Area1,3
C2602,2750,3,7,461,12,12,563,12,2,Area1,3
C2615,3581,5,9,420,11,10,3749,10,2,Area1,2
C2616,4169,3,5,309,16,16,150,0,2,Area1,2
C2617,4552,3,5,362,8,8,0,1,2,Area1,2
C2621,2500,4,12,246,11,11,1053,11,2,Area1,2
C2626,3638,2,4,234,19,19,321,19,2,Area1,2
C2630,3313,3,9,444,17,17,6521,17,2,Area1,3
C2641,3249,2,9,214,8,8,110,5,2,Area1,1
C2652,3063,4,9,363,13,12,2876,13,2,Area1,2
C2654,3250,3,6,228,17,17,1183,17,2,Area1,3
C2658,4937,2,9,317,5,5,98,3,2,Area1,1
C2662,2625,4,9,471,12,12,1438,12,2,Area1,3
C2664,3813,3,6,316,17,13,922,17,2,Area1,2
C2668,3376,6,10,370,16,15,1883,16,1,Area1,1
C2670,3000,2,6,361,8,8,822,8,2,Area1,2
C2671,3038,2,4,467,15,15,204,15,2,Area1,3
C2684,4273,3,6,298,16,16,205,15,2,Area1,1
C2685,2750,3,9,127,10,10,322,10,2,Area1,3
C2686,5250,3,10,151,14,11,28,10,1,Area1,1
C2690,2937,6,8,336,3,3,401,2,2,Area1,3
C2691,3625,3,7,373,14,14,422,14,2,Area1,3
C2706,2563,4,7,362,8,6,3084,8,1,Area1,1
C2707,2500,3,5,184,10,9,346,10,1,Area1,1
C2715,5160,3,5,392,13,14,1915,0,2,Area1,2
C2716,6625,3,5,432,22,21,2248,22,2,Area1,3
C2730,3954,4,10,380,14,14,1515,10,2,Area1,3
C2738,3188,4,8,460,18,18,1920,18,2,Area1,2
C2747,3388,2,5,387,16,16,361,16,2,Area1,3
C2748,3375,2,6,287,10,10,1199,5,2,Area1,3
C2749,2938,5,7,108,8,8,1274,8,2,Area1,1
C2755,2625,2,5,470,11,10,5271,11,2,Area1,3
C2761,2938,4,7,329,13,13,2633,13,2,Area1,1
C2762,4423,3,8,397,19,19,1601,19,2,Area1,3
C2766,2500,2,4,219,8,8,487,8,2,Area1,3
C2772,2688,3,9,220,12,12,47,12,2,Area1,2
C2774,2920,3,7,250,10,10,2502,10,2,Area2,2
C2775,3957,5,7,453,16,14,2539,16,2,Area2,2
C2783,3562,2,5,395,11,10,1900,8,1,Area1,1
C2784,7000,2,9,194,21,21,2428,21,2,Area1,2
C2788,4375,4,9,368,33,22,196,33,2,Area1,2
C2791,5580,2,4,333,13,13,2,2,2,Area1,2
C2810,2813,4,9,314,15,8,159,15,2,Area1,2
C2815,3853,3,6,469,30,26,10050,30,2,Area1,1
C2822,7813,4,5,415,36,36,3346,36,2,Area1,3
C2827,3875,4,7,221,15,11,191,15,2,Area1,3
C2829,2875,2,8,366,13,13,333,13,2,Area1,2
C2835,6112,4,14,260,11,10,175,4,2,Area1,3
C2846,5313,4,11,433,18,17,599,18,2,Area1,2
C2847,2688,3,7,366,17,13,766,17,2,Area1,3
C2848,3000,2,4,229,2,2,1366,0,2,Area1,2
C2851,4306,2,7,243,16,14,559,16,2,Area1,1
C2856,7611,4,20,351,21,22,158,3,2,Area1,3
C2861,10025,5,9,445,33,33,4205,31,2,Area1,3
C2875,5563,4,9,168,20,20,36,20,2,Area1,3
C2890,5343,4,7,376,23,23,3774,23,2,Area2,2
C2891,2500,3,7,331,7,7,28,7,2,Area1,2
C2894,5437,4,8,212,20,22,4723,19,2,Area1,3
C2902,11999,4,7,294,4,12,43,0,2,Area1,3
C2903,2898,2,7,467,14,14,1287,14,2,Area1,1
C2906,3091,3,4,312,6,6,56,3,2,Area1,1
C2917,3574,3,7,377,9,9,225,6,2,Area1,1
C2918,5131,2,8,372,17,17,2296,15,2,Area1,3
C2920,4313,7,11,233,16,15,395,16,2,Area1,1
C2922,3286,4,21,408,7,7,77,0,2,Area1,1
C2932,4375,4,7,373,34,25,2235,34,2,Area1,1
C2939,3313,4,20,323,15,15,4331,15,2,Area1,2
C2950,3218,3,7,335,13,10,97,8,1,Area1,1
C2951,4375,5,7,156,13,13,803,13,2,Area1,3
C2958,4749,2,8,362,5,9,0,0,2,Area1,3
C2966,8563,3,8,172,23,21,1163,17,2,Area1,1
C2972,4625,3,6,384,15,15,3420,15,2,Area1,3
C2976,2700,5,10,424,3,3,1421,1,2,Area1,3
C2977,3875,3,7,433,14,14,2153,14,2,Area1,1
C2979,3125,3,12,452,8,7,706,8,2,Area1,3
C2985,2736,4,8,362,8,9,284,3,2,Area1,3
C2989,9125,4,6,464,56,39,188,56,2,Area1,1
C2997,2713,2,7,310,10,10,58,10,2,Area1,2
C3007,5188,4,6,367,22,17,3728,22,1,Area1,2
C3008,3849,3,9,395,16,16,407,12,2,Area1,2
C3011,3525,2,3,392,11,11,443,9,2,Area1,2
C3023,2625,3,5,372,14,10,983,14,2,Area1,1
C3026,5040,3,7,320,14,14,695,8,1,Area1,1
C3038,7592,4,8,378,37,27,1418,30,2,Area1,2
C3045,2654,4,9,404,16,10,2062,12,1,Area1,2
C3051,2500,5,17,429,12,12,1621,12,2,Area1,1
C3054,3155,3,10,182,8,8,58,4,2,Area1,3
C3056,6250,2,5,348,14,13,1052,8,2,Area1,3
C3059,2625,3,5,414,21,15,7946,21,1,Area1,2
C3060,2923,3,7,364,5,6,50,0,2,Area1,3
C3063,4816,2,6,462,28,24,1552,26,1,Area1,1
C3086,4906,3,6,362,16,16,899,16,2,Area1,3
C3088,8186,4,9,390,49,36,1389,41,1,Area1,1
C3090,3000,3,5,201,16,16,338,16,2,Area1,1
C3092,2938,2,7,301,9,9,260,9,2,Area1,3
C3106,3063,4,10,155,18,10,356,18,2,Area1,2
C3119,3575,3,8,418,12,12,750,11,2,Area1,3
C3121,7373,4,9,451,31,32,3287,29,1,Area1,3
C3122,3625,4,8,382,11,10,2458,11,2,Area1,1
C3123,3188,3,5,293,16,16,461,16,2,Area1,3
C3125,4313,4,6,167,6,6,2338,1,2,Area1,2
C3131,2688,3,6,118,17,12,30,17,2,Area1,3
C3136,2750,6,21,362,14,14,2861,13,1,Area1,1
C3141,3688,2,4,405,13,13,685,13,2,Area1,3
C3149,2688,2,10,366,13,11,592,13,2,Area1,3
C3150,8375,3,6,433,42,42,10159,42,2,Area1,3
C3155,5438,6,8,427,21,21,7964,21,2,Area1,2
C3157,7094,4,6,346,36,36,738,36,2,Area1,2
C3161,4624,2,6,438,19,17,1510,16,2,Area1,1
C3178,4563,3,7,387,21,20,4459,21,2,Area1,3
C3179,3563,3,6,243,17,12,682,17,2,Area1,1
C3188,3387,3,7,367,17,14,1544,15,2,Area1,2
C3203,5775,3,6,278,14,11,403,9,2,Area1,1
C3226,3606,3,5,414,19,19,3303,17,2,Area1,2
C3231,10525,6,12,309,19,16,473,8,1,Area1,2
C3238,3188,4,11,376,11,11,406,11,2,Area1,2
C3263,4125,3,7,380,13,13,1121,13,2,Area1,2
C3269,3438,3,6,359,16,16,0,16,2,Area1,3
C3278,2575,4,6,418,13,11,1367,13,2,Area1,3
C3291,4813,4,6,443,24,17,2343,24,2,Area1,2
C3293,2751,3,8,385,14,14,1293,14,2,Area1,3
C3301,3688,3,7,440,14,11,1606,14,2,Area1,3
C3304,2813,4,9,230,9,9,1039,9,2,Area1,2
C3310,3750,7,10,208,12,12,106,12,2,Area1,2
C3311,5500,3,8,384,13,12,1692,9,2,Area1,3
C3312,5063,2,8,143,12,9,96,6,1,Area1,1
C3315,2637,2,6,234,13,11,1061,12,1,Area1,1
C3317,3406,4,7,466,17,12,1876,17,2,Area1,3
C3323,7000,4,11,336,26,24,826,26,2,Area1,1
C3324,7113,4,9,368,12,12,2548,2,2,Area1,3
C3331,3875,3,7,389,29,19,1457,29,2,Area1,3
C3344,3374,4,8,204,9,10,968,4,2,Area1,2
C3347,3621,6,8,470,15,15,4148,11,2,Area1,1
C3350,3063,2,4,376,13,11,157,13,2,Area1,2
C3360,2938,2,5,387,12,12,2163,12,2,Area1,2
C3362,3063,2,7,289,12,12,269,12,2,Area1,2
C3363,2875,3,7,108,13,12,130,13,1,Area1,1
C3367,4501,4,7,218,31,29,914,31,1,Area1,1
C3368,5000,3,9,196,24,24,4352,23,2,Area1,1
C3371,3875,5,6,457,25,21,3045,25,2,Area1,1
C3378,3925,5,20,416,17,17,2357,17,2,Area2,1
C3379,3000,2,6,384,9,9,787,9,2,Area1,2
C3392,2524,3,7,299,8,9,703,3,2,Area1,1
C3396,4365,3,7,232,18,18,1895,16,1,Area1,1
C3401,5313,4,14,393,33,26,394,33,2,Area1,3
C3406,3050,3,6,248,16,16,2753,16,2,Area1,1
C3412,5438,3,7,369,19,19,2112,19,2,Area1,2
C3432,3250,3,7,213,9,9,467,9,2,Area1,2
C3437,3290,3,4,351,11,11,26,8,2,Area1,3
C3441,3206,3,6,454,15,15,1558,11,2,Area1,2
C3442,3125,4,8,470,21,15,1083,21,1,Area1,2
C3446,5188,4,7,342,13,13,1662,13,2,Area1,1
C3450,4688,2,5,364,16,14,2493,10,1,Area1,1
C3454,6574,3,6,415,23,23,1354,19,2,Area1,1
C3456,7179,5,7,372,14,14,2744,4,1,Area1,3
C3461,3686,3,9,369,19,20,1611,15,1,Area1,2
C3464,3063,4,21,261,21,13,558,21,2,Area1,3
C3466,4003,3,6,391,9,7,901,8,1,Area1,2
C3467,3126,3,6,384,20,20,2840,20,2,Area1,1
C3470,16562,2,4,424,53,45,550,44,2,Area1,3
C3472,3516,2,4,322,20,16,636,18,2,Area1,3
C3473,3563,4,19,396,30,17,431,30,1,Area1,3
C3474,5875,4,11,346,31,20,359,31,2,Area1,1
C3482,2562,2,6,318,7,7,163,4,1,Area1,2
C3486,2500,3,7,375,6,6,1762,6,2,Area1,3
C3488,5875,3,8,335,12,11,224,5,2,Area1,2
C3489,3000,3,10,393,15,15,190,15,2,Area1,1
C3493,2837,4,7,389,10,10,2859,6,2,Area1,2
C3503,5545,3,5,334,19,16,1231,9,2,Area1,1
C3505,2874,2,6,253,6,6,356,2,2,Area1,2
C3512,3375,3,7,374,18,11,133,18,2,Area1,1
C3514,3500,3,9,139,9,9,1787,9,2,Area1,2
C3517,4952,5,5,254,13,12,44,11,2,Area1,2
C3524,3250,2,6,387,1,1,109,0,2,Area1,1
C3527,3000,3,4,418,16,16,4516,14,2,Area1,1
C3532,2937,5,9,463,11,10,2687,9,2,Area1,1
C3541,3125,3,13,464,18,17,2353,18,2,Area1,3
C3542,3813,2,7,172,14,12,660,14,1,Area1,1
C3544,2813,3,6,382,10,10,2616,10,2,Area1,1
C3552,3813,6,12,365,11,11,370,11,2,Area1,3
C3557,7878,4,20,384,29,25,1954,19,2,Area1,2
C3562,4017,3,8,190,8,8,255,0,2,Area1,1
C3566,6563,3,10,362,16,12,341,10,1,Area1,2
C3570,2813,2,5,388,17,15,544,17,2,Area1,3
C3572,6225,3,7,431,22,22,1764,22,2,Area1,1
C3577,2687,4,8,355,20,20,488,20,2,Area1,3
C3583,3750,3,8,371,13,13,1233,13,2,Area1,1
C3587,3563,3,10,397,16,14,293,16,2,Area1,2
C3599,4325,3,7,408,22,22,2882,21,2,Area1,2
C3604,5499,4,7,399,12,12,645,8,1,Area1,3
C3607,2750,2,6,366,9,9,1008,9,2,Area1,2
C3608,9172,5,5,397,27,24,1772,24,2,Area1,3
C3628,4063,3,5,392,13,13,79,13,2,Area1,2
C3636,2563,2,4,328,11,11,17,11,2,Area1,3
C3639,4875,4,12,447,26,17,3628,26,2,Area1,1
C3644,5296,6,13,331,19,19,975,18,2,Area1,1
C3645,3625,4,7,424,17,13,2484,17,2,Area1,1
C3657,4737,2,7,262,6,10,1643,0,2,Area1,2
C3662,5694,4,11,324,27,27,1342,23,2,Area1,2
C3667,3311,3,6,341,12,12,1203,12,2,Area1,3
C3675,2762,3,7,335,10,8,766,9,2,Area1,2
C3676,4500,4,10,421,19,18,2166,19,2,Area1,2
C3679,5250,4,8,317,13,13,487,13,2,Area1,2
C3689,5703,2,8,190,14,12,1999,9,2,Area1,2
C3698,2750,3,5,411,14,14,2691,14,1,Area1,3
C3706,5153,3,7,299,18,18,521,13,2,Area1,2
C3708,2875,4,7,377,14,14,652,14,1,Area1,3
C3710,2938,3,6,432,22,16,30,22,1,Area1,1
C3714,4687,3,7,368,13,13,642,10,2,Area1,1
C3722,2562,3,9,463,11,8,444,10,1,Area1,3
C3724,4517,2,8,389,16,15,688,14,1,Area1,1
C3727,6731,8,10,447,30,29,1079,30,2,Area1,1
C3731,4250,3,5,452,12,12,1685,12,2,Area1,3
C3737,3313,3,7,354,11,11,2133,11,2,Area1,2
C3740,2750,4,10,463,18,13,383,18,1,Area1,1
C3743,2813,3,7,244,9,9,1041,9,2,Area1,2
C3752,5387,5,10,324,9,9,141,4,1,Area1,1
C3753,2688,3,9,379,21,13,440,21,2,Area1,2
C3755,4687,2,5,123,8,6,276,4,1,Area1,1
C3756,4438,2,6,212,13,13,631,13,2,Area1,3
C3759,3000,4,11,397,16,12,824,16,2,Area1,1
C3760,3188,3,8,378,16,12,1091,16,1,Area1,3
C3764,8455,3,7,421,21,21,348,12,2,Area1,3
C3769,5751,4,8,395,15,15,1649,11,1,Area1,3
C3782,3469,2,5,466,14,14,136,14,2,Area1,3
C3783,2938,2,6,454,9,9,44,9,2,Area1,3
C3786,5812,2,6,439,17,17,5760,13,2,Area1,3
C3795,3063,2,5,432,14,14,399,14,2,Area1,1
C3802,3188,2,7,189,10,10,191,10,2,Area1,2
C3805,4887,2,8,203,7,7,1731,2,2,Area1,2
C3807,4000,3,6,390,18,18,746,18,2,Area1,1
C3818,3961,4,6,438,4,4,469,1,2,Area1,1
C3829,4000,2,18,419,17,17,610,16,2,Area1,3
C3833,3688,2,4,147,13,13,910,13,2,Area1,2
C3850,3719,3,7,424,15,15,2930,15,2,Area1,2
C3855,2750,3,7,335,16,12,1100,16,2,Area1,3
C3859,14563,6,7,238,37,37,10404,37,2,Area1,2
C3862,4000,3,7,360,11,11,2992,11,2,Area1,3
C3864,4647,5,5,318,7,7,90,2,2,Area1,2
C3865,4623,4,8,378,16,16,1334,9,2,Area1,1
C3867,3187,4,22,326,11,11,273,10,1,Area1,3
C3883,5574,4,10,429,42,36,2469,39,2,Area1,3
C3915,2625,3,9,224,14,14,2605,14,2,Area1,1
C3926,2562,3,5,348,16,13,1767,15,2,Area1,2
C3931,2625,3,6,195,18,14,12,18,2,Area1,2
C3933,4013,3,8,445,14,14,4946,14,2,Area1,3
C3938,6438,3,7,441,17,17,2215,17,2,Area1,1
C3944,2501,4,9,246,10,10,2092,10,2,Area1,1
C3962,3313,3,6,426,20,14,150,20,1,Area1,3
C3964,5983,3,7,369,17,18,711,13,2,Area1,3
C3965,5500,2,5,453,23,23,904,23,2,Area1,2
C3969,3000,2,7,366,24,13,588,24,1,Area1,1
C3973,3587,3,6,446,15,15,1723,13,2,Area1,2
C3981,4250,3,6,334,6,6,515,1,2,Area1,3
C3988,2500,2,4,102,11,11,114,11,2,Area1,1
C3994,2894,3,6,384,14,14,733,14,1,Area1,3
C3995,5170,2,4,324,11,10,72,5,2,Area1,1
C3997,8188,3,5,398,31,31,3061,31,2,Area1,1
C3998,2500,3,7,105,8,8,577,8,1,Area1,1
C4006,10465,2,8,417,37,34,275,27,2,Area1,3
C4009,5125,3,8,460,19,17,854,19,2,Area1,1
C4016,8563,4,6,431,53,42,2859,53,2,Area1,3
C4023,4063,3,7,364,16,15,1549,16,1,Area1,3
C4025,7271,4,8,335,17,17,2333,8,1,Area1,1
C4035,24764,3,6,413,119,112,4202,115,2,Area1,1
C4038,5657,2,6,438,38,27,807,37,1,Area1,2
C4039,2875,2,5,251,14,11,1271,14,1,Area1,3
C4040,3554,5,22,421,9,11,373,2,2,Area1,2
C4044,4425,3,7,416,30,23,1872,29,2,Area1,1
C4046,5274,3,7,410,23,21,2910,20,1,Area1,2
C4049,3438,3,7,278,16,16,391,16,2,Area1,1
C4054,5625,2,8,132,12,11,392,6,1,Area1,3
C4055,6813,3,5,375,21,21,950,21,2,Area1,2
C4067,4500,3,7,154,6,6,304,2,2,Area1,3
C4070,3398,3,7,421,8,8,913,0,2,Area1,3
C4080,5125,2,6,411,17,17,661,17,2,Area1,3
C4082,2906,2,6,351,12,12,1854,12,2,Area1,3
C4083,2900,3,7,317,11,8,1044,10,2,Area1,3
C4085,7707,3,7,372,12,12,3292,12,2,Area1,3
C4094,2812,2,4,306,9,9,148,8,2,Area1,1
C4097,3250,2,7,367,16,13,1124,16,1,Area1,1
C4107,3375,3,4,417,16,16,704,16,2,Area1,2
C4109,2930,2,7,336,10,10,109,5,2,Area1,3
C4111,7406,3,5,430,21,18,13928,15,2,Area1,1
C4128,4688,5,6,430,27,27,713,27,2,Area1,2
C4136,3687,3,5,424,20,20,4022,18,2,Area1,3
C4141,2938,4,9,228,9,8,828,9,1,Area1,3
C4147,3438,4,9,386,13,13,3377,13,2,Area1,3
C4148,2500,3,8,295,10,10,1447,10,2,Area1,1
C4149,4410,2,8,469,3,3,167,0,2,Area1,2
C4152,3063,3,7,206,19,16,166,19,2,Area1,2
C4156,5813,3,5,163,29,22,129,29,2,Area1,3
C4159,6312,3,5,381,35,23,1275,33,2,Area1,3
C4163,2500,3,11,372,15,13,1900,15,1,Area1,1
C4169,4250,3,7,406,18,18,1339,18,2,Area1,2
C4174,2500,3,6,155,18,12,180,18,1,Area1,3
C4181,3719,2,8,468,14,14,2143,14,2,Area1,1
C4196,5125,2,8,421,19,19,350,19,2,Area1,2
C4225,3000,2,5,257,15,14,1327,15,2,Area1,1
C4226,5102,2,5,366,15,15,2,0,2,Area1,1
C4230,8302,2,6,397,27,26,398,17,2,Area1,3
C4231,3069,3,6,427,16,16,3137,16,2,Area1,1
C4232,6594,3,9,290,13,14,115,0,2,Area1,2
C4233,11966,2,6,365,30,30,815,23,2,Area1,1
C4238,3500,4,8,397,18,14,2348,18,2,Area1,2
C4252,5756,3,7,372,19,18,1323,15,2,Area1,1
C4256,2688,2,7,272,12,11,1226,12,2,Area1,1
C4257,3563,2,5,167,25,20,628,25,1,Area1,1
C4258,4937,3,10,354,9,7,22,5,2,Area1,1
C4263,4063,3,7,407,15,15,830,15,2,Area1,2
C4264,4125,3,8,153,20,15,729,20,2,Area1,3
C4270,2625,4,8,368,16,12,705,16,2,Area1,3
C4276,5189,4,5,443,24,22,7346,22,2,Area1,3
C4278,2875,3,6,451,21,15,779,21,1,Area1,2
C4279,4031,6,6,377,21,18,4156,19,2,Area1,2
C4286,7500,6,13,456,19,18,1033,13,2,Area1,1
C4291,5149,2,5,395,9,9,80,0,2,Area1,2
C4300,6249,2,6,352,27,24,2042,23,2,Area1,1
C1103,3375,5,5,424,18,18,1059,18,2,Area1,2
C1109,4124,5,9,420,20,16,2743,16,1,Area1,2
C1112,3126,4,9,167,17,17,1961,17,1,Area1,3
C1119,3623,3,7,211,7,7,428,0,2,Area1,3
C1126,3500,3,8,351,5,5,182,3,2,Area1,1
C1130,5125,6,7,444,26,26,7766,26,2,Area1,2
C1137,4324,3,7,444,17,16,6519,12,2,Area1,2
C1138,3188,2,6,314,10,10,154,10,2,Area1,2
C1152,3056,5,13,411,16,16,608,16,2,Area1,1
C1156,5020,3,7,368,13,13,398,13,2,Area2,2
C1157,3487,3,6,364,19,14,1179,16,1,Area1,2
C1159,2688,5,12,384,12,12,527,12,2,Area1,2
C1160,12400,4,9,377,41,40,3648,41,2,Area1,3
C1161,4187,2,6,379,7,7,266,5,1,Area1,3
C1164,2563,3,5,427,15,15,356,15,2,Area1,2
C1172,3566,3,5,434,15,15,1085,15,2,Area2,3
C1175,4883,3,5,273,14,14,107,14,2,Area2,3
C1179,2627,2,5,376,7,7,7259,7,2,Area2,2
C1182,7941,2,15,173,17,17,402,17,2,Area2,2
C1183,3627,2,5,239,11,11,475,11,2,Area2,3
C1184,3553,3,7,194,19,19,1248,19,2,Area2,3
C1190,2702,3,7,299,10,9,1080,10,1,Area2,2
C1194,2834,3,6,231,14,14,344,14,2,Area2,2
C1197,2531,2,8,397,13,13,682,13,2,Area2,2
C1204,2787,3,6,461,12,12,1012,12,1,Area2,2
C1207,8963,3,7,465,28,28,9554,28,2,Area2,2
C1209,3684,2,4,456,14,14,6554,14,2,Area2,1
C1217,3852,3,9,341,14,14,1621,14,2,Area2,1
C1222,4913,2,6,257,26,26,888,26,2,Area2,2
C1229,2649,4,6,406,16,13,2390,16,2,Area2,3
C1230,3728,4,11,372,19,19,2258,19,1,Area2,1
C1231,2929,3,5,356,9,9,1349,9,2,Area2,1
C1235,3123,2,7,406,10,10,1474,10,2,Area2,2
C1237,4433,3,5,423,12,12,3598,12,2,Area2,3
C1242,3489,2,5,399,15,12,28,15,2,Area2,2
C1243,2834,4,11,368,13,13,495,13,2,Area2,3
C1245,3668,2,6,399,20,14,536,20,2,Area2,1
C1246,4453,2,6,384,11,11,531,11,2,Area2,3
C1248,2994,2,7,420,14,11,1365,14,1,Area2,3
C1250,2931,2,7,333,10,10,940,10,2,Area2,1
C1251,3992,2,7,255,11,11,3509,11,2,Area2,2
C1252,2822,4,7,470,9,9,2264,9,2,Area2,3
C1253,2530,3,7,374,7,7,1071,7,2,Area2,2
C1254,2953,3,9,366,13,13,2354,13,2,Area2,1
C1260,3307,3,6,395,18,11,1455,18,2,Area2,3
C1269,4195,2,9,181,18,18,3104,18,2,Area2,3
C1273,3135,2,6,403,12,12,509,12,2,Area2,1
C1279,3200,2,6,207,9,9,1207,9,2,Area2,3
C1280,3210,3,8,443,10,9,1383,10,2,Area2,3
C1281,2843,2,5,368,5,5,1530,5,2,Area2,2
C1289,3048,2,5,454,10,10,548,10,2,Area2,2
C1292,3318,2,6,133,12,12,2737,12,2,Area2,2
C1301,6511,7,9,460,24,24,3483,24,2,Area2,1
C1307,7509,4,15,468,19,19,14402,19,2,Area2,2
C1313,2930,4,6,373,13,13,741,13,2,Area2,3
C1314,3049,3,7,184,11,11,998,11,2,Area2,3
C1315,2617,2,5,419,9,9,46,9,2,Area2,3
C1317,2891,4,6,462,12,12,5771,12,2,Area2,1
C1320,11739,3,6,320,41,37,3377,41,2,Area2,3
C1324,3942,2,5,463,10,10,1978,10,2,Area2,2
C1325,7017,2,4,402,19,19,4948,19,2,Area2,3
C1329,2646,2,6,362,10,9,459,10,2,Area2,2
C1330,2830,2,7,309,14,14,108,14,2,Area2,3
C1331,2692,2,8,404,7,6,405,7,2,Area2,3
C1338,7827,2,7,462,21,21,2863,21,2,Area2,2
C1339,2565,3,8,187,9,9,859,9,2,Area2,2
C1340,2517,3,5,468,10,10,1969,10,2,Area2,1
C1347,3362,4,13,460,11,11,1503,11,2,Area2,1
C1348,3608,2,6,349,11,11,665,11,2,Area2,1
C1353,4784,5,9,178,13,13,2329,13,2,Area2,1
C1357,2981,3,6,419,10,10,3599,10,2,Area2,1
C1363,4269,3,5,458,14,14,2982,14,2,Area2,1
C1365,4035,2,6,467,15,15,1787,15,2,Area2,1
C1366,3185,4,18,195,12,12,532,12,2,Area2,2
C1371,4741,3,10,457,18,18,4059,18,2,Area2,2
C1373,2804,4,7,367,6,6,3283,6,1,Area2,2
C1383,3702,3,8,236,12,11,686,12,2,Area2,1
C1385,2844,3,5,137,12,12,727,12,2,Area2,3
C1391,2776,2,5,292,10,10,70,10,2,Area2,2
C1393,3151,4,13,374,12,11,778,12,2,Area2,3
C1402,4055,3,6,344,15,15,4142,15,2,Area2,3
C1406,3464,2,8,332,18,18,597,18,2,Area2,3
C1408,2588,2,6,463,6,6,662,6,2,Area2,2
C1423,2646,3,19,103,8,8,3607,8,2,Area2,1
C1424,3400,2,5,301,7,7,375,7,2,Area2,2
C1432,2958,2,5,228,8,8,1625,8,2,Area2,3
C1433,3542,3,4,406,10,10,3500,10,2,Area2,1
C1434,2616,3,20,306,9,9,1614,9,2,Area2,3
C1435,3463,4,13,304,9,9,783,9,2,Area2,2
C1441,3576,4,20,451,11,11,1084,11,2,Area2,1
C1446,4491,2,5,433,17,16,4002,17,2,Area2,3
C1451,2850,3,7,444,7,7,1782,7,2,Area2,2
C1456,2907,3,6,427,13,13,826,13,2,Area2,3
C1460,2555,4,11,410,13,13,1513,13,2,Area2,2
C1473,2900,3,7,320,14,14,1461,10,2,Area1,1
C1486,2750,3,6,384,20,15,146,20,1,Area1,3
C1496,4125,3,6,332,26,22,1558,26,1,Area1,2
C1497,2563,4,7,260,14,14,1689,14,2,Area1,3
C1500,2920,3,5,307,9,10,2860,8,2,Area1,3
C1508,3188,3,5,365,18,18,1449,17,1,Area1,2
C1510,2563,2,8,250,13,13,165,13,2,Area1,2
C1517,3759,3,8,327,12,12,197,1,2,Area1,3
C1520,4374,2,6,312,3,3,0,0,2,Area1,1
C1522,2938,3,8,286,16,15,1896,16,1,Area1,2
C1524,2500,3,8,205,12,12,4839,12,1,Area1,3
C1534,3375,3,8,225,13,13,1423,13,2,Area1,2
C1535,3760,3,8,285,12,12,1798,12,2,Area2,2
C1545,5688,2,5,350,24,24,1969,24,2,Area1,3
C1549,2688,5,6,353,22,12,332,22,1,Area1,1
C1552,3146,2,10,328,5,7,0,0,2,Area1,2
C1569,2625,3,7,331,8,8,5887,8,2,Area1,3
C1583,3456,2,6,454,14,14,1237,14,2,Area1,2
C1596,3312,2,9,180,14,14,1592,13,2,Area1,3
C1605,3063,3,11,359,12,11,870,12,1,Area1,3
C1606,3138,2,6,239,24,17,120,24,1,Area1,3
C1613,7326,3,10,370,22,20,1432,11,2,Area1,2
C1617,3088,2,7,387,15,14,1809,15,2,Area1,2
C1629,6780,3,8,410,26,17,813,20,1,Area1,3
C1643,4844,2,7,282,15,14,1035,14,2,Area1,2
C1646,3188,4,12,126,17,14,1233,17,1,Area1,1
C1648,3200,2,7,322,12,9,1358,11,2,Area1,3
C1650,2875,3,9,354,12,8,1678,12,1,Area1,2
C1652,3560,3,7,145,3,3,393,0,2,Area1,1
C1663,2625,3,8,205,8,8,604,8,2,Area1,1
C1673,7375,2,6,404,27,27,1362,27,2,Area1,2
C1675,2813,4,10,398,12,11,282,12,2,Area1,3
C1679,2688,3,7,337,14,14,987,14,2,Area1,2
C1699,2750,2,7,241,22,13,358,22,2,Area1,3
C1702,9938,3,8,390,10,16,2428,4,2,Area1,2
C1730,5063,3,6,373,18,19,2336,17,2,Area1,3
C1731,3624,4,7,393,2,4,3367,0,2,Area1,3
C1736,6100,2,5,447,17,17,1256,10,2,Area1,1
C1737,3313,4,8,161,12,12,960,12,2,Area1,2
C1738,6223,3,5,418,22,23,1696,13,2,Area1,1
C1743,3513,3,8,237,11,11,465,11,2,Area1,2
C1744,5499,2,8,335,7,7,0,2,2,Area1,3
C1753,3498,6,13,220,6,7,237,0,2,Area1,1
C1759,5137,4,6,456,15,15,1657,11,2,Area1,1
C1760,5812,3,6,419,22,23,4224,20,2,Area1,1
C1763,10624,4,7,358,15,16,623,11,2,Area1,1
C1768,2824,3,8,449,10,9,2485,6,1,Area1,2
C1772,4588,4,8,123,21,21,797,19,2,Area1,2
C1780,6250,4,7,183,35,29,765,35,2,Area1,3
C1788,2500,2,5,385,11,11,24,11,2,Area1,3
C1795,5750,3,7,358,11,10,2360,7,1,Area1,1
C1805,2956,2,7,235,8,8,778,8,2,Area2,1
C1816,5375,4,9,359,19,19,2956,19,2,Area1,2
C1820,9181,3,6,419,34,29,10048,34,2,Area1,3
C1824,2563,4,6,404,16,11,1103,16,2,Area1,1
C1832,2688,2,5,181,12,12,143,12,2,Area1,3
C1835,9438,2,5,359,27,24,4756,21,2,Area1,3
C1840,2688,2,5,372,12,12,1020,12,1,Area1,2
C1843,5425,3,6,419,28,25,2751,28,2,Area1,3
C1847,3031,2,6,288,18,17,1215,18,2,Area1,1
